Judul,Narasi,Indikator
"Rumah Wartawan di Duren Sawit Dibobol Maling, Total Kerugian Sekitar Rp 80 Juta",Ilustrasi pencuri berusaha masuk ke rumah. (SHUTTERSTOCK/KZENON),1
"UPDATE 1 Januari: Bertambah 2, Kasus Kematian Covid-19 Jadi 144.096 Jiwa",Ilustrasi corona virus (Covid-19)(KOMPAS.COM/Shutterstock),1
"Hari Pertama 2022, Anies Kunjungi JPO Karet Sudirman dan Simpang Temu CSW",Visualisasi JPO Karet Sudirman. Pemprov DKI Jakarta berencana untuk merevitalisasi JPO Karet Sudirman bertema Kapal Pinisi untuk mengenang para tenaga kesehatan.(Tangkapan layar dari akun Instagram Dinas Bina Marga DKI Jakarta),1
UPDATE 1 Januari: Ada 4.399 Kasus Aktif Covid-19 di Indonesia,Ilustrasi penanganan pasien positif Covid-19(KOMPAS.COM/SHUTTERSTOCK),1
"Anies Baswedan: Dulu Kebahagiaan Saya Main Sepak Bola, Sekarang Bahagia Jika Nol Kematian Covid-19","Gubernur DKI Jakarta Anies Baswedan memperkenalkan program tayangan Dari Pendopo di Kanal YouTube Anies Baswedan, Sabtu (11/12/2021).(YouTube Anies Baswedan)",1
Komnas KIPI Sebut Belum Ada Kasus Meninggal yang Disebabkan Vaksinasi Covid-19,Ilustrasi vaksinasi Covid-19.(PICTURE ALLIANCE/ROBBIN UTRECHT via DW INDONESIA),1
"Sepanjang 2021, Timur Tengah Jadi Pemasok Terbesar Sabu ke Indonesia",Satuan Reserse Narkoba Polres Jakarta Pusat menangkap pengedar sabu yang beroperasi di wilayah Kemayoran dan Kebon Sirih.(KOMPAS.com/NIRMALA MAULANA ACHMAD),1
Jokowi Sebut Bangsa Indonesia Dapat Bertahan Hadapi Pandemi,Presiden Joko Widodo dan Ketua KPK Firli Bahuri usai mengikuti puncak peringatan Hari Antikorupsi Sedunia (Hakordia) 2021 pada Kamis (9/12/2021).(KOMPAS.com / IRFAN KAMIL),1
KPK Kukuhkan 17 Orang Pengurus KORPRI,Komisi Pemberantasan Korupsi (KPK) mengukuhkan 17 orang Dewan Pengurus Korps Pegawai Republik Indonesia (KORPRI) KPK. (Dokumentasi Biro Humas KPK),1
Wagub DKI Berharap 2022 Jadi Tahun Terakhir Pandemi Covid-19,"Wakil Gubernur DKI Jakarta Ahmad Riza Patria saat ditemui di Balai Kota DKI Jakarta, Jumat (31/12/2021).(KOMPAS.com/SINGGIH WIRYONO)",1
Kapolri: Jangan Sampai Perempuan dan Anak Korban Kekerasan Jadi Korban Dua Kali,"Kapolri Jenderal Listyo Sigit acara Gebyar Ekspor di Pelabuhan Soekarno Hatta, Makassar, secara virtual, Jumat (31/12/2021).(DOKUMENTASI HUMAS KEMENTAN)",1
"Bantah DPRD, Wagub DKI Sebut Tidak Mungkin Sirkuit Formula E Dibangun di Bekas Rawa","Patok penanda lintasan Formula E Jakarta berlatar tanah kosong penuh sampah dan bangunan Jakarta Internasional Stadium, Rabu (29/12/2021)(KOMPAS.com/SINGGIH WIRYONO)",1
"Kebakaran Lapak di Kemayoran, Polisi: Ada 20 Rumah yang Terbakar","Kebakaran melanda kawasan di Jalan Bendungan Jago, Kebon Kosong, Kemayoran, Jakarta Pusat pada Jumat (31/12/2021) sekitar pukul 21.05 WIB.(Dok. Istimewa)",1
Jokowi Sebut Indonesia Punya Peran Besar dalam Pemulihan Ekonomi Dunia Saat jadi Presidensi G20,"Presiden Joko Widodo meresmikan Bendungan Ladongi di Kabupaten Kolaka Timur, Sulawesi Tenggara, Selasa (28/12/2021). Peresmian itu dilakukan sembari Jokowi naik perahu naga di bendungan tersebut, yang kehadirannya diharapkan dapat memenuhi kebutuhan air untuk pertanian dalam rangka mendukung kemandirian, kedaulatan, dan ketahanan pangan.(SETPRES/AGUS SUPARTO)",1
"Jelang Tahun Baru, Rumah Warga di Sunter Terbakar","Rumah warga di Jalan Sunter Jaya Pulo besar I, Kelurahan Sunter Jaya, Kecamatan Tanjung Priok, Jakarta Utara, terbakar pada Jumat (31/12/2021) malam. (Dok. Damkar DKI Jakarta)",1
Ini Empat Titik di Jakarta Barat yang Akan Dijaga Super Ketat pada Malam Tahun Baru,Kota Tua Jakarta Sebelum Covid-19.(KOMPAS.com/ANGGARA WIKAN PRASETYA),1
Polisi Kantongi Nama Publik Figur Lain yang Juga Ditawarkan Muncikari Artis CA,"Kabid Humas Polda Metro Jaya, Kombes Pol Endra Zulpan, menjelaskan kronologi penangkapan artis berinisial CA yang diduga melakukan kegiatan prostitusi online. CA diamankan bersama tiga tersangka lain yang bertindak sebagai mucikari(KOMPAS.com/ADY PRAWIRA RIANDI)",1
"Jalan Sudirman dan Thamrin Steril, Polisi Bubarkan Kerumunan Warga di Bundaran HI","Polda Metro Jaya menerapkan crowd free night (CFN) di Jalan Sudirman untuk mencegah kerumunan pada malam pergantian tahun, pada Jumat (31/12/2021) malam. (Kompas.com/MITA AMALIA HAPSARI)",1
"TNI AU Tahan Serka S, Diduga Terlibat Pengiriman PMI Ilegal yang Tenggelam di Malaysia",Kepala Dinas Penerangan Angkatan Udara (Kadispenau) Marsma TNI Indan Gilang Buldansyah (tengah)(Kepala Dinas Penerangan Angkatan Udara (Kadispenau) Marsma TNI Indan Gilang Buldansyah (tengah).),1
Kapolri Sebut Unit PPA Akan Jadi Direktorat di Bareskrim,"Kepala Kepolisian Republik Indonesia (Kapolri) Jenderal Listyo Sigit Prabowo saat meninjau pelaksanaan vaksinasi massal di Celebes Convention Center, Tanjung Bunga, Makassar, Sulawesi Selatan, Jumat (31/12/2021). Foto: Divisi Humas Polri(KOMPAS.com/RAHEL NARDA)",1
Aksi Kriminal Libatkan Perempuan dan Anak di Jakarta Barat Meningkat dalam Setahun,Kapolres Metro Jakarta Barat Kombes Pol Ady Wibowo menyebut tingkat kriminalitas di Jakarta Barat pada tahun 2021 menurun dibandingkan tahun lalu. (Mita Amalia Hapsari),1
Sejumlah Rumah Kontrakan di Kemayoran Ludes Dilalap Api,"Pemadam kebakaran memadamkan api yang membakar lapak-lapak di Jalan Bendugan Jago, Serdang, Kemayoran, Jakarta Pusat terbakar pada Jumat (31/12/2021) sekitar pukul 21.05 WIB.(KOMPAS.com/WAHYU ADITYO PRODJO)",1
Komnas HAM Sebut Polri Jadi Instansi yang Paling Sering Diadukan Tahun 2021,"Komisioner Komnas HAM, Choirul Anam, Senin (8/11/2021) dalam konferensi pers di Kantor Komnas HAM, Menteng, Jakarta Pusat, terkait dugaan kekerasan di Lapas Narkotika Yogyakarta (dokumen Komnas HAM)",1
Gubernur Lemhanas Usul Pembentukan Kementerian Keamanan Dalam Negeri,"Gubernur Lemhanas Letjen (Purn) Agus Widjojo saat ditemui di kantornya, di Jakarta, Jumat (10/9/2021) (Kompas.com/Fabian Januarius Kuwado)",1
"Daerah Bakal Ibu Kota Baru Banjir, Presiden PKS: Untuk Kepentingan Siapa Kita Pindah?","Presiden Partai Keadilan Sejahtera (PKS) Ahmad Syaikhu dan Ketua Umum Partai Gerindra Prabowo Subianto memberikan keterangan kepada pers usai pertemuan di Kantor DPP Gerindra, Jakarta, Selasa (4/5/2021).(Dokumentasi/PKS)",1
Azis Syamsuddin Kembali Tantang Saksi Sumpah Mubahalah,"Mantan Wakil Ketua DPR Azis Syamsuddin dalam persidangan di Pengadilan Tindak Pidana Korupsi (Tipikor) Jakarta, Kamis (30/12/2021). (KOMPAS.com / Tatang Guritno)",1
KPK Ingatkan Saksi Kasus Bupati HSU Abdul Wahid Penuhi Panggilan,"Plt Juru Bicara KPK Ali Fikri usai konferensi pers di Gedung Merah Putih KPK, Kamis (30/1/2020).(KOMPAS.com/Ardito Ramadhan D)",1
"Sebagian Besar Kasus Omicron di RI Tak Bergejala, Ini Penjelasannya",Ilustrasi varian Omicron. Studi menemukan masa inkubasi varian Omicron hanya 3 hari.(SHUTTERSTOCK/Naeblys),1
"Lolos Seleksi Administrasi, Ini Nama 8 Calon Hakim Agung Kamar Tata Usaha Negara","Gedung Mahkamah Agung (MA), Jalan Medan Merdeka Utara, Jakarta Pusat, Rabu (8/11/2021). (Tatang Guritno/ Kompas.com )",1
Ini Daftar 42 Calon Hakim Agung Kamar Agama yang Lolos Seleksi Administrasi,"Gedung MA, Jalan Medan Merdeka Utara. Jakarta Pusat, Senin (8/11/2021). (Tatang Guritno/ Kompas.com)",1
Pegawai KPI Korban Pelecehan Divonis Depresi Mayor karena Cemaskan Kasusnya yang Mandek,Komisi Penyiaran Indonesia (KPI)(Instagram/KPI Pusat),1
Ini 53 Nama Daftar Calon Hakim Agung Kamar Pidana yang Lolos Seleksi Administrasi,"Gedung Mahkamah Agung (MA), Jalan Medan Merdeka Utara, Jakarta Pusat, Rabu (8/11/2021). (Tatang Guritno/ Kompas.com )",1
250 Ton Beras Impor Ilegal dari Kamboja Disita Balai Karantina Pelabuhan Tanjung Priok,"Balai Karantina Pelabuhan Tanjung Priok menyita 250 ton beras impor asal Kamboja, Kamis (30/12/2021).  (KOMPAS.com/Deti Mega Purnamasari)",1
Kuasa Hukum: MS Belum Tahu Kontraknya di KPI Pusat Diperpanjang atau Tidak,Ilustrasi kekerasan seksual pada perempuan.(SHUTTERSTOCK),1
"Di Acara Haul Ke-12, Yenny Wahid: Kekuatan Terbesar Gus Dur Menertawakan Diri Sendiri","Putri KH Abdurrahman Wahid alias Gus Dur, Zannuba Ariffah Chafsoh atau Yenny Wahid, dalam Haul Ke-12 Gus Dur, Kamis (30/12/2021).(tangkapan layar YouTube Televisi Nahdlatul Ulama)",1
"Pidato Presiden PKS: Pemindahan Ibu Kota Tak Mendesak, Apa Urgensinya?","Presiden PKS Ahmad Syaikhu menyampaikan pidato politik saat Musyawarah Nasional (Munas) V PKS di Kota Baru Parahyangan, Padalarang, Kabupaten Bandung Barat, Jawa Barat, Minggu (29/11/2020). Agenda Munas V PKS membahas arah kebijakan partai lima tahun ke depan dan ikrar pengurus DPP PKS 2020-2025. ANTARA FOTO/M Agung Rajasa/aww.(ANTARAFOTO/M Agung Rajasa)",1
"Wanti-wanti Pemerintah Antisipasi Lonjakan Covid-19, PKS: Kisah Pilu Jangan Terulang Kembali","Presiden Partai Keadilan Sejahtera (PKS) Ahmad Syaikhu mengikuti Aksi Bela Palestina di depan Kedutaan Besar Amerika Serikat, Jakarta, Kamis (20/5/2021).(Dokumentasi/Partai Keadilan Sejahtera)",1
Eks Direktur PTPN XI Budi Prabowo Segera Disidang di Pengadilan Tipikor Surabaya,"Logo Komisi Pemberantasan Korupsi di Gedung Baru KPK, Kuningan, Jakarta Selatan, Kamis (13/7/2017). (KOMPAS.com/GARRY ANDREW LOTULUNG)",1
"Pegawai KPI Korban Pelecehan Depresi karena Kasusnya Mandek, Sehari Harus Telan 4 Pil Penenang",Komisi Penyiaran Indonesia (KPI)(Instagram/KPI Pusat),1
"Cegah Penyebaran Omicron, Pemerintah Diminta Batasi Turis Asing","Anggota Komisi IX DPR Netty Prasetiyani.
 (DOK. DPR RI)",1
"Eks Sekjen Kemendagri Diperiksa sebagai Saksi, KPK Dalami Kerugian Negara dari Pembangunan Gedung IPDN","Pelaksana Tugas Juru Bicara KPK Ali Fikri usai konferensi pers di Gedung Merah Putih KPK, Kamis (11/11/2021).(KOMPAS.com / IRFAN KAMIL)",1
